pattern_name,breakout,trend,volume_ratio,payout,ema_cross,rsi7,macd_hist,adx14,atr14,timestamp,result
unknown,none,down,0.4033485540334855,0.85,True,63.08152064560153,1.911159815679272e-05,20.16299581038748,0.00018623994231979307,2025-06-25 19:40:53.419799,0
unknown,none,down,0.5880135695439125,0.85,True,62.4113001744706,1.815433319953516e-05,20.16299581038748,0.00018623994231979307,2025-06-25 19:42:41.278356,0
unknown,none,down,0.9464594127806563,0.85,True,53.52645378797003,1.3713665998470534e-05,20.9712395697312,0.0001921603464509532,2025-06-25 19:48:26.185516,0
unknown,none,down,0.7914311216899732,0.85,True,58.651338802098515,0.0032622806455701245,18.083252241025704,0.035046775248600184,2025-06-25 19:48:26.979973,0
unknown,none,down,1.0576923076923077,0.85,True,67.8408493830846,0.011152890583501218,16.76393703916009,0.05136403689731175,2025-06-25 19:48:28.871516,0
unknown,none,down,0.5027548209366391,0.85,True,58.95405774770899,1.7817568352585097e-05,21.35912595324709,0.00018303906509735317,2025-06-25 19:51:45.938782,0
unknown,none,down,0.37505451373746185,0.85,True,57.03499880159272,0.0033701841055955497,17.354311576562836,0.03332479650584938,2025-06-25 19:51:46.741732,0
unknown,none,up,0.2914860252744212,0.85,True,86.92020592193725,0.00014109634661927046,48.76531439264012,0.0003475952657061739,2025-06-25 20:56:27.241646,0
unknown,none,up,0.33998842592592593,0.85,True,88.82790222775475,0.00014841695841997734,50.41747507179669,0.0003255661753605263,2025-06-25 20:56:27.773055,0
unknown,none,down,0.34478686976030226,0.85,False,13.776538928321417,-0.01761902946764722,42.504087218573794,0.049688509748957645,2025-06-25 20:56:28.432577,0
unknown,none,up,0.4140660678946567,0.85,True,69.24878620962066,4.400800056260156e-05,31.406159202822206,0.00021398188842222665,2025-06-25 20:56:28.956556,0
unknown,none,up,0.5176132278936018,0.85,True,61.76373162874658,3.242376085672147e-05,21.427178476457033,0.00023350466156881746,2025-06-25 20:56:29.475415,0
unknown,none,up,0.37741163216448387,0.85,True,66.88494145705795,9.396714316177561e-06,26.285998821612335,0.00014004304369142427,2025-06-25 20:56:29.994135,0
unknown,none,down,0.4450300102474015,0.85,False,27.484972560653453,-4.654831681748638e-05,29.4155376572233,0.00019774460131993075,2025-06-25 20:56:30.526562,0
unknown,none,down,0.3098946683476351,0.85,True,57.36675178225503,-0.00028443154153993586,12.9684895269599,0.04586146500280707,2025-06-25 20:56:31.053380,0
unknown,none,up,0.3339517625231911,0.85,True,84.52205849554598,0.00012421452491179154,50.24556609642136,0.00033325662382364924,2025-06-25 21:00:44.560701,0
unknown,none,up,0.37355511700028193,0.85,True,84.34065701206416,0.00012896813464531674,52.31576187191758,0.0003173775564495862,2025-06-25 21:00:45.147635,0
unknown,none,down,0.4342908844152906,0.85,False,20.62412560226917,-0.01428596866952142,44.33657256462646,0.04911401310557105,2025-06-25 21:00:45.718611,0
unknown,none,up,0.7097769673165942,0.85,True,61.08785950508773,2.474100636011675e-05,31.165379257844865,0.00022135016333594155,2025-06-25 21:00:46.295824,0
unknown,none,up,1.846932321315623,0.85,True,53.71221527544778,9.494542847927228e-06,21.68267148565204,0.0002463266241037896,2025-06-25 21:00:46.894404,0
unknown,none,up,0.4917156600748263,0.85,True,64.60797279388858,1.0355214622154038e-05,27.382884985915133,0.0001385294645791949,2025-06-25 21:00:47.558531,0
unknown,none,down,0.4069926249658563,0.85,False,30.28841480700274,-3.7297283040090706e-05,29.811927340448506,0.00019371813794040018,2025-06-25 21:00:48.155598,0
unknown,none,up,0.416899051868377,0.85,True,77.04987060751566,2.9850383115120676e-05,54.62239186280279,0.00033276973211469787,2025-06-25 21:31:25.487281,0
unknown,none,up,0.2959559805545168,0.85,True,76.84837442177052,1.952053104801164e-05,59.524180960385216,0.0003200499335555329,2025-06-25 21:31:27.717784,0
unknown,none,down,0.54921875,0.85,False,19.729469946890145,-0.00892168441966526,47.57686506983392,0.058942390040590306,2025-06-25 21:31:30.060787,0
unknown,none,up,0.27491408934707906,0.85,True,66.40217802576849,1.939791349206768e-06,23.77263606340895,0.0002136530101854363,2025-06-25 21:31:32.392283,0
unknown,none,up,0.6163489161661009,0.85,True,58.95482564668088,-6.971736276926131e-06,17.33223966040476,0.00022651028482950072,2025-06-25 21:31:34.699289,0
unknown,none,up,0.3556002009040683,0.85,True,52.97701518026675,9.871504975717058e-06,31.34026679544457,0.00014295878448781525,2025-06-25 21:31:37.305284,0
unknown,none,down,0.44956021283526987,0.85,False,19.124289147840955,-3.7813097689138393e-05,35.32050059861558,0.00021647716565903057,2025-06-25 21:31:39.610787,0
unknown,none,down,0.539571416374968,0.85,False,24.466763692112025,-0.009952320910639089,14.284178827113646,0.06386753164612749,2025-06-25 21:31:42.817288,0
unknown,none,up,0.8781484002722941,0.85,True,62.54233944400993,1.4534143798999692e-05,54.62239186280279,0.0003470647553614396,2025-06-25 21:34:49.387283,0
unknown,none,up,0.6586261143156791,0.85,True,63.479513744079796,3.7523190268265363e-07,59.524180960385216,0.0003329154544775909,2025-06-25 21:34:51.444288,0
unknown,none,down,1.233181321373384,0.85,False,30.423022626419474,-0.006624248522230064,47.57686506983392,0.06155123178312021,2025-06-25 21:34:53.478285,0
unknown,none,up,0.8221119773210489,0.85,True,56.286705427607956,-5.399239989886315e-06,23.081227768132994,0.00022401690203932963,2025-06-25 21:34:55.496286,0
unknown,none,up,2.015992246183669,0.85,True,51.53052804702102,-1.3991679296962981e-05,16.457413836488893,0.00023830367900806187,2025-06-25 21:34:57.488785,0
unknown,none,up,0.935854942483915,0.85,True,50.96414630324481,8.595151699403251e-06,31.247589427924204,0.00014331616006897825,2025-06-25 21:35:00.075786,0
unknown,none,down,1.2066805845511481,0.85,False,34.423144461356,-2.40922999682986e-05,35.32050059861558,0.00022648368193175296,2025-06-25 21:35:02.779288,0
unknown,none,down,0.012739911928434931,0.85,False,29.991303149540197,-0.009703147176814746,13.692206543206932,0.06122468650538151,2025-06-25 21:35:05.571285,0
unknown,none,up,0.35334270226862075,0.85,True,51.69376967710287,-3.070293260618246e-05,53.684135240672106,0.0003411632641285381,2025-06-25 21:36:20.292572,0
unknown,none,up,0.32998862108203164,0.85,True,58.29618126965061,-3.189144999076496e-05,59.70128419265262,0.00031941836323385887,2025-06-25 21:36:20.815714,0
unknown,none,down,0.3323914336704343,0.85,False,32.12546826908152,-0.003917030869126564,48.020842853876644,0.05961741841809444,2025-06-25 21:36:21.345628,0
unknown,none,up,0.18582104625328216,0.85,True,52.83001048285444,-2.363138087061752e-05,22.210088028806457,0.00021741833786746058,2025-06-25 21:36:21.884689,0
unknown,none,up,0.34423076923076923,0.85,True,42.09977196202922,-3.4320946310099275e-06,29.84546048325325,0.00014271889049911933,2025-06-25 21:36:22.806244,0
unknown,none,down,0.3286237571951858,0.85,False,39.57169914260423,-9.33572676439288e-06,35.328735662995044,0.00022136420665742256,2025-06-25 21:36:23.350564,0
unknown,none,down,0.37846655791190864,0.85,False,29.52105135517621,-0.009862691336370227,13.692206543206932,0.06311877708557491,2025-06-25 21:36:24.314556,0
